--- Genetic Algorithm for TSP ---
24	7	21	9	17	4	20	8	18	16	27	23	26	15	10	29	6	11	0	3	28	12	22	2	14	19	1	5	13	25	... (1259.38)
7	9	5	16	0	12	21	3	23	10	26	6	15	18	25	19	24	17	4	22	2	20	27	29	28	13	1	11	8	14	... (988.459)
7	9	5	16	0	12	21	3	23	10	26	6	15	18	25	19	24	17	4	22	2	20	27	29	28	13	1	11	8	14	... (988.459)
8	18	26	23	19	25	20	2	22	16	1	7	4	17	9	12	21	29	14	15	11	6	28	13	10	5	0	24	27	3	... (855.659)
23	26	15	8	18	27	19	25	20	17	24	11	6	3	7	16	1	14	13	29	0	5	4	9	12	21	10	28	22	2	... (728.273)
23	26	15	8	18	27	19	25	20	17	24	11	6	3	7	16	1	14	13	29	0	5	4	9	12	21	10	28	22	2	... (728.273)
23	26	15	8	18	27	19	25	20	17	24	11	6	3	7	16	1	14	13	29	0	5	4	9	12	21	10	28	22	2	... (728.273)
23	26	15	8	18	27	19	25	20	17	24	11	6	3	7	16	1	14	13	29	0	5	4	9	12	21	10	28	22	2	... (728.273)
23	26	15	8	18	27	19	25	20	17	24	11	6	3	7	16	1	14	13	29	0	5	4	9	12	21	10	28	22	2	... (728.273)
23	26	15	8	18	27	19	25	20	17	24	11	6	3	7	16	1	14	13	29	0	5	4	9	12	21	10	28	22	2	... (728.273)
23	26	15	8	18	27	19	25	20	17	24	11	6	3	7	16	1	14	13	29	0	5	4	9	12	21	10	28	22	2	... (728.273)
23	26	15	8	18	27	19	25	20	17	24	11	6	3	7	16	1	14	13	29	0	5	4	9	12	21	10	28	22	2	... (728.273)
23	26	15	8	18	27	19	25	20	17	24	11	6	3	7	16	1	14	13	29	0	5	4	9	12	21	10	28	22	2	... (728.273)
23	26	15	8	18	27	19	25	20	17	24	11	6	3	7	16	1	14	13	29	0	5	4	9	12	21	10	28	22	2	... (728.273)
23	26	15	8	18	27	19	25	20	17	24	11	6	3	7	16	1	14	13	29	0	5	4	9	12	21	10	28	22	2	... (728.273)
23	26	15	8	18	27	19	25	20	17	24	11	6	3	7	16	1	14	13	29	0	5	4	9	12	21	10	28	22	2	... (728.273)
23	26	15	8	18	27	19	25	20	17	24	11	6	3	7	16	1	14	13	29	0	5	4	9	12	21	10	28	22	2	... (728.273)
23	26	15	8	18	27	19	25	20	17	24	11	6	3	7	16	1	14	13	29	0	5	4	9	12	21	10	28	22	2	... (728.273)
23	26	15	8	18	27	19	25	20	17	24	11	6	3	7	16	1	14	13	29	0	5	4	9	12	21	10	28	22	2	... (728.273)
23	26	15	8	18	27	19	25	20	17	24	11	6	3	7	16	1	14	13	29	0	5	4	9	12	21	10	28	22	2	... (728.273)
23	26	15	8	18	27	19	25	20	17	24	11	6	3	7	16	1	14	13	29	0	5	4	9	12	21	10	28	22	2	... (728.273)
