--- Genetic Algorithm for TSP ---
8	2	7	15	12	9	19	10	18	16	11	1	13	0	14	4	6	3	5	17	... (1000.4)
9	3	8	11	0	2	13	12	19	15	10	5	7	18	6	4	17	1	14	16	... (723.808)
12	7	8	3	19	10	9	11	2	1	17	13	4	0	6	16	14	18	15	5	... (561.694)
12	7	8	3	19	10	9	11	2	1	17	13	4	0	6	16	14	18	15	5	... (561.694)
12	7	8	3	19	10	9	11	2	1	17	13	4	0	6	16	14	18	15	5	... (561.694)
12	7	8	3	19	10	9	11	2	1	17	13	4	0	6	16	14	18	15	5	... (561.694)
7	12	15	18	5	0	11	8	3	19	9	13	2	14	6	16	17	1	4	10	... (556.278)
7	12	15	18	5	0	11	8	3	19	9	13	2	14	6	16	17	1	4	10	... (556.278)
19	3	8	15	7	12	10	5	18	9	11	0	13	2	17	1	16	6	14	4	... (521.791)
19	3	8	15	7	12	10	5	18	9	11	0	13	2	17	1	16	6	14	4	... (521.791)
19	3	8	15	7	12	10	5	18	9	11	0	13	2	17	1	16	6	14	4	... (521.791)
19	3	8	15	7	12	10	5	18	9	11	0	13	2	17	1	16	6	14	4	... (521.791)
19	3	8	15	7	12	10	5	18	9	11	0	13	2	17	1	16	6	14	4	... (521.791)
19	3	8	15	7	12	10	5	18	9	11	0	13	2	17	1	16	6	14	4	... (521.791)
19	3	8	15	7	12	10	5	18	9	11	0	13	2	17	1	16	6	14	4	... (521.791)
19	3	8	15	7	12	10	5	18	9	11	0	13	2	17	1	16	6	14	4	... (521.791)
19	3	8	15	7	12	10	5	18	9	11	0	13	2	17	1	16	6	14	4	... (521.791)
19	3	8	15	7	12	10	5	18	9	11	0	13	2	17	1	16	6	14	4	... (521.791)
19	3	8	15	7	12	10	5	18	9	11	0	13	2	17	1	16	6	14	4	... (521.791)
19	3	8	15	7	12	10	5	18	9	11	0	13	2	17	1	16	6	14	4	... (521.791)
19	3	8	15	7	12	10	5	18	9	11	0	13	2	17	1	16	6	14	4	... (521.791)
19	3	8	15	7	12	10	5	18	9	11	0	13	2	17	1	16	6	14	4	... (521.791)
19	3	8	15	7	12	10	5	18	9	11	0	13	2	17	1	16	6	14	4	... (521.791)
19	3	8	15	7	12	10	5	18	9	11	0	13	2	17	1	16	6	14	4	... (521.791)
19	3	8	15	7	12	10	5	18	9	11	0	13	2	17	1	16	6	14	4	... (521.791)
19	3	8	15	7	12	10	5	18	9	11	0	13	2	17	1	16	6	14	4	... (521.791)
19	3	8	15	7	12	10	5	18	9	11	0	13	2	17	1	16	6	14	4	... (521.791)
19	3	8	15	7	12	10	5	18	9	11	0	13	2	17	1	16	6	14	4	... (521.791)
19	3	8	15	7	12	10	5	18	9	11	0	13	2	17	1	16	6	14	4	... (521.791)
19	3	8	15	7	12	10	5	18	9	11	0	13	2	17	1	16	6	14	4	... (521.791)
19	3	8	15	7	12	10	5	18	9	11	0	13	2	17	1	16	6	14	4	... (521.791)
19	3	8	15	7	12	10	5	18	9	11	0	13	2	17	1	16	6	14	4	... (521.791)
4	6	16	14	15	18	5	10	7	12	11	0	3	8	9	19	1	17	13	2	... (508.105)
4	6	16	14	15	18	5	10	7	12	11	0	3	8	9	19	1	17	13	2	... (508.105)
4	6	16	14	15	18	5	10	7	12	11	0	3	8	9	19	1	17	13	2	... (508.105)
